# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 47  of event 'cpu_core/mem-loads-aux/'
# Total weight : 47
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                                     Shared Object       Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  .........................................  ..................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
     0.23%             1  5             L1 hit                                   [k] kvm_apic_accept_events                 [kernel.kallsyms]        [k] 0xffffd3a84b233ae8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] kvm_irq_map_gsi                        [kernel.kallsyms]        [k] 0xffffd3a84d42f958  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] kvm_pic_set_irq                        [kernel.kallsyms]        [k] 0xffffd3a84d42fa48  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] kvm_report_irq_delivered               qemu-system-x86_64       [.] 0x00007ffef8c05cd8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] kvm_report_irq_delivered               qemu-system-x86_64       [.] 0x00007ffef8c05ce0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] kvm_set_irq                            [kernel.kallsyms]        [k] 0xffffd3a84d42fab0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] kvm_set_irq                            [kernel.kallsyms]        [k] 0xffffd3a84d42fb00  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] kvm_set_irq                            qemu-system-x86_64       [.] 0x00007ffef8c05cc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] kvm_vm_ioctl                           [kernel.kallsyms]        [k] 0xffffd3a84d42fbd0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] kvm_vm_ioctl                           [kernel.kallsyms]        [k] 0xffffd3a84d42fcb0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] kvm_vm_ioctl                           qemu-system-x86_64       [.] 0x00007ffef8c05bf0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] kvm_vm_ioctl                           qemu-system-x86_64       [.] 0x00007ffef8c05c08  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] ldsem_down_read                        [kernel.kallsyms]        [k] 0xffffd3a84d42f650  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] ldsem_down_read                        [kernel.kallsyms]        [k] 0xffffd3a84d42f998  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] main_loop_wait                         qemu-system-x86_64       [.] 0x00007ffef8c05dc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] main_loop_wait                         qemu-system-x86_64       [.] 0x00007ffef8c05e28  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] object_dynamic_cast_assert             qemu-system-x86_64       [.] 0x00007ffef8c05be8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] object_dynamic_cast_assert             qemu-system-x86_64       [.] 0x00007ffef8c05c80  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] page_counter_try_charge                [kernel.kallsyms]        [k] 0xffff8c3bc0066100  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] pic_update_irq                         [kernel.kallsyms]        [k] 0xffff8c3bc1898a58  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] pick_eevdf                             [kernel.kallsyms]        [k] 0xffffd3a8401abde8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] pick_next_task_fair                    [kernel.kallsyms]        [k] 0xffffd3a8401abe28  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] place_entity                           [kernel.kallsyms]        [k] 0xffffd3a8401abd28  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] policy_nodemask                        [kernel.kallsyms]        [k] 0xffffd3a84d42f6e8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] policy_nodemask                        [kernel.kallsyms]        [k] 0xffffd3a84d42f8f8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] poll_freewait                          [kernel.kallsyms]        [k] 0xffffd3a84d42f690  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] poll_freewait                          [kernel.kallsyms]        [k] 0xffffd3a84d42f890  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] poll_select_finish                     [kernel.kallsyms]        [k] 0xffffd3a84d42fce0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a8401abd68  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a8401abd70  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a8401abda8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a8401abdb0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a8401abdf8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84b233964  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84d42f58c  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84d42f6f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84d42f710  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84d42f808  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84d42f858  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84d42f860  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xfffff3a83f3053d0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xfffff3a83f923348  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_task_switch                        [kernel.kallsyms]        [k] 0xffffd3a8401abe08  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_task_switch                        [kernel.kallsyms]        [k] 0xffffd3a84d42f778  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] psi_task_switch                        [kernel.kallsyms]        [k] 0xffffd3a84d42f908  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] pthread_mutex_lock                     libc.so.6                [.] 0x000055eb466863e0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] pthread_mutex_lock                     libc.so.6                [.] 0x000055eb46686448  [heap]             None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] pthread_mutex_lock                     libc.so.6                [.] 0x00007ffef8c05d00  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] pthread_mutex_lock                     libc.so.6                [.] 0x00007ffef8c05d20  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] put_prev_entity                        [kernel.kallsyms]        [k] 0xffff8c3bc401a250  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] put_prev_task_idle                     [kernel.kallsyms]        [k] 0xffff8c3bc0dece18  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] qemu_clock_get_ns                      qemu-system-x86_64       [.] 0x00007ffef8c05c50  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] qemu_clock_get_ns                      qemu-system-x86_64       [.] 0x00007ffef8c05d28  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] qemu_iovec_init_external               qemu-system-x86_64       [.] 0x000055eb47a0ae28  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] qemu_mutex_lock_impl                   qemu-system-x86_64       [.] 0x00007ffef8c05c10  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] qemu_mutex_lock_impl                   qemu-system-x86_64       [.] 0x00007ffef8c05d38  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] qemu_mutex_lock_impl                   qemu-system-x86_64       [.] 0x00007ffef8c05d50  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] qemu_mutex_lock_impl                   qemu-system-x86_64       [.] 0x00007ffef8c05d70  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] qemu_mutex_unlock_impl                 qemu-system-x86_64       [.] 0x00007ffef8c05c48  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] qemu_mutex_unlock_impl                 qemu-system-x86_64       [.] 0x00007ffef8c05c50  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] raw_spin_rq_lock_nested                [kernel.kallsyms]        [k] 0xffffd3a8401abdf0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] rb_erase                               [kernel.kallsyms]        [k] 0xffff8c3f0f326428  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] record_times                           [kernel.kallsyms]        [k] 0xfffff3a83f3053ec  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] record_times                           [kernel.kallsyms]        [k] 0xfffff3a83f9624e4  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] remove_wait_queue                      [kernel.kallsyms]        [k] 0xffff8c3bd1e18118  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] remove_wait_queue                      [kernel.kallsyms]        [k] 0xffffd3a84d42f938  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] remove_wait_queue                      [kernel.kallsyms]        [k] 0xffffd3a84d42f9a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] remove_wait_queue                      [kernel.kallsyms]        [k] 0xffffd3a84d42faf0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] reweight_entity                        [kernel.kallsyms]        [k] 0xffff8c3bc790f078  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] reweight_entity                        [kernel.kallsyms]        [k] 0xffff8c3f0f335fc8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] reweight_entity                        [kernel.kallsyms]        [k] 0xffffd3a84007ee00  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] reweight_entity                        [kernel.kallsyms]        [k] 0xffffd3a8401abd48  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] sched_balance_newidle                  [kernel.kallsyms]        [k] 0xffffd3a84d42f678  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] sched_balance_update_blocked_averages  [kernel.kallsyms]        [k] 0xffffd3a8401abe08  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] sched_clock                            [kernel.kallsyms]        [k] 0xffffd3a8401abdd8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] sched_clock_cpu                        [kernel.kallsyms]        [k] 0xffffd3a84007efe8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] sched_clock_cpu                        [kernel.kallsyms]        [k] 0xffffd3a8401abcf8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] sched_clock_cpu                        [kernel.kallsyms]        [k] 0xffffd3a84d42f790  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] sched_numa_find_closest                [kernel.kallsyms]        [k] 0xffffd3a84d42f5f8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] security_file_ioctl                    [kernel.kallsyms]        [k] 0xffffd3a84d42fdc8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] set_next_task_idle                     [kernel.kallsyms]        [k] 0xffff8c3f0f336988  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] set_user_sigmask                       [kernel.kallsyms]        [k] 0xffffd3a84d42fdd8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] signalfd_poll                          [kernel.kallsyms]        [k] 0xffffd3a84d42f7b8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] signalfd_poll                          [kernel.kallsyms]        [k] 0xffffd3a84d42f7c8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] signalfd_poll                          [kernel.kallsyms]        [k] 0xffffd3a84d42f918  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] start_dl_timer                         [kernel.kallsyms]        [k] 0xffffd3a8401abd18  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] switch_mm_irqs_off                     [kernel.kallsyms]        [k] 0xffffd3a8401abe48  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] syscall_exit_to_user_mode              [kernel.kallsyms]        [k] 0xffffd3a84d42fd10  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] syscall_exit_to_user_mode_prepare      [kernel.kallsyms]        [k] 0xffffd3a84d42fb70  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] syscall_exit_to_user_mode_prepare      [kernel.kallsyms]        [k] 0xffffd3a84d42fc30  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] tcp_poll                               [kernel.kallsyms]        [k] 0xffffd3a84d42f768  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] tcp_rate_gen                           [kernel.kallsyms]        [k] 0xffffd3a84007eb30  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] tick_nohz_next_event                   [kernel.kallsyms]        [k] 0xffff8c3f0f326490  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] timerlist_deadline_ns                  qemu-system-x86_64       [.] 0x00007ffef8c05c58  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] timerlist_deadline_ns                  qemu-system-x86_64       [.] 0x00007ffef8c05c60  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] timerlist_deadline_ns                  qemu-system-x86_64       [.] 0x00007ffef8c05d98  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] timerlistgroup_deadline_ns             qemu-system-x86_64       [.] 0x00007ffef8c05c68  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] timerlistgroup_run_timers              qemu-system-x86_64       [.] 0x00007ffef8c05ce0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] timerqueue_add                         [kernel.kallsyms]        [k] 0xffff8c3bc1c46618  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] timerqueue_add                         [kernel.kallsyms]        [k] 0xffffd3a84d42f968  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] timerqueue_del                         [kernel.kallsyms]        [k] 0xffffd3a84b2338f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] try_to_wake_up                         [kernel.kallsyms]        [k] 0xffffd3a84007eb68  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] tsc_verify_tsc_adjust                  [kernel.kallsyms]        [k] 0xffffd3a8401abeb8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a8401abd38  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a8401abd48  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a84d42f528  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a84d42f538  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a84d42f638  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a84d42f708  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a84d42f728  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a84d42f748  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_curr_dl_se                      [kernel.kallsyms]        [k] 0xffffd3a84d42f810  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a8401abd08  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a8401abd30  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a8401abd40  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a8401abdb8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a846143910  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a84d42f480  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a84d42f620  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_process_times                   [kernel.kallsyms]        [k] 0xffffd3a84007eee0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] update_rq_clock                        [kernel.kallsyms]        [k] 0xffff8c3f0f5b6978  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] vmx_cancel_hv_timer                    [kernel.kallsyms]        [k] 0xffff8c3c92d7a1b0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] vtime_task_switch_generic              [kernel.kallsyms]        [k] 0xffff8c3bc0ded7d8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] vtime_task_switch_generic              [kernel.kallsyms]        [k] 0xffff8c3bc0ded7e0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] vtime_user_enter                       [kernel.kallsyms]        [k] 0xffff8c3d4f3f57f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] vtime_user_exit                        [kernel.kallsyms]        [k] 0xffff8c3d4f3f57e8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] xa_find                                [kernel.kallsyms]        [k] 0xffffd3a84d42fb60  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] xa_find_after                          [kernel.kallsyms]        [k] 0xffffd3a84d42fb40  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [k] xas_find                               [kernel.kallsyms]        [k] 0xffffd3a84d42fa40  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x000000000005e235                     libglib-2.0.so.0.8400.4  [.] 0x000055eb46687dc8  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x000000000005dabe                     libglib-2.0.so.0.8400.4  [.] 0x000055eb46687df0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x000000000005df48                     libglib-2.0.so.0.8400.4  [.] 0x000055eb46687df0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x0000000000059a10                     libglib-2.0.so.0.8400.4  [.] 0x000055eb46687e28  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x000000000005a6f3                     libglib-2.0.so.0.8400.4  [.] 0x000055eb4765b3a8  [heap]             None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x00000000000599b4                     libglib-2.0.so.0.8400.4  [.] 0x000055eb479ed6a8  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x00000000000599b4                     libglib-2.0.so.0.8400.4  [.] 0x000055eb479ed6b8  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x00000000000599ae                     libglib-2.0.so.0.8400.4  [.] 0x000055eb479ed6bc  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x00000000000599ae                     libglib-2.0.so.0.8400.4  [.] 0x000055eb479ed6cc  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x000000000005db88                     libglib-2.0.so.0.8400.4  [.] 0x00007f10c46208e6  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x00000000000bdb70                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05a78  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x00000000000bdb8a                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05a78  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.23%             1  5             L1 hit                                   [.] 0x00000000000be666                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05b58  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
