# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 18  of event 'cpu_core/mem-loads-aux/'
# Total weight : 18
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                      Shared Object      Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ..........................  .................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
    94.44%            17  0             N/A                                      [k] native_write_msr        [kernel.kallsyms]  [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     5.56%             1  0             N/A                                      [k] ct_kernel_enter.isra.0  [kernel.kallsyms]  [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   


# Samples: 86  of event 'cpu_core/mem-loads,ldlat=30/'
# Total weight : 6927
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                                    Shared Object            Data Symbol                             Data Object         Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ........................................  .......................  ......................................  ..................  ............  ......................  ......  ..........  ...................  ....................
#
     0.16%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xfffff3a83f962d50  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] psi_task_switch                        [kernel.kallsyms]        [k] 0xffffd3a8401abe00  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] psi_task_switch                        [kernel.kallsyms]        [k] 0xffffd3a84d42f6d0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] pthread_mutex_lock                     libc.so.6                [.] 0x000055eb11814fc8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] pthread_mutex_lock                     libc.so.6                [.] 0x000055eb46687bb4  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] pthread_mutex_lock                     libc.so.6                [.] 0x00007ffef8c05d00  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] qemu_clock_get_ns                      qemu-system-x86_64       [.] 0x00007ffef8c05d48  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] qemu_event_set                         qemu-system-x86_64       [.] 0x000055eb46687c00  [heap]             None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] qemu_lockcnt_inc                       qemu-system-x86_64       [.] 0x00007ffef8c05c64  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] qemu_mutex_lock_impl                   qemu-system-x86_64       [.] 0x00007ffef8c05c30  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] qemu_mutex_lock_impl                   qemu-system-x86_64       [.] 0x00007ffef8c05d40  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] qemu_mutex_lock_impl                   qemu-system-x86_64       [.] 0x00007ffef8c05d48  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] qemu_mutex_lock_impl                   qemu-system-x86_64       [.] 0x00007ffef8c05e20  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] qemu_mutex_unlock_impl                 qemu-system-x86_64       [.] 0x00007ffef8c05d40  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] qemu_mutex_unlock_impl                 qemu-system-x86_64       [.] 0x00007ffef8c05d48  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] qemu_mutex_unlock_impl                 qemu-system-x86_64       [.] 0x00007ffef8c05e30  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] rb_erase                               [kernel.kallsyms]        [k] 0xffff8c3f0f3368c0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] rcu_note_context_switch                [kernel.kallsyms]        [k] 0xffffd3a84d42f780  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] record_times                           [kernel.kallsyms]        [k] 0xfffff3a83f3053f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] record_times                           [kernel.kallsyms]        [k] 0xfffff3a83f923368  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] record_times                           [kernel.kallsyms]        [k] 0xfffff3a83f94f5f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] record_times                           [kernel.kallsyms]        [k] 0xfffff3a83f9624f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] remove_wait_queue                      [kernel.kallsyms]        [k] 0xffff8c3bc5640048  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] remove_wait_queue                      [kernel.kallsyms]        [k] 0xffffd3a84d42f6d0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] remove_wait_queue                      [kernel.kallsyms]        [k] 0xffffd3a84d42f6f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] remove_wait_queue                      [kernel.kallsyms]        [k] 0xffffd3a84d42f840  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] remove_wait_queue                      [kernel.kallsyms]        [k] 0xffffd3a84d42f990  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] reweight_entity                        [kernel.kallsyms]        [k] 0xffff8c3f0f335fc8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] reweight_entity                        [kernel.kallsyms]        [k] 0xffffd3a8401abd38  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] sched_clock                            [kernel.kallsyms]        [k] 0xffffd3a8401abdd8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] sched_clock                            [kernel.kallsyms]        [k] 0xffffd3a8401abea8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] sched_clock_cpu                        [kernel.kallsyms]        [k] 0xffffd3a8401abe00  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] sched_clock_cpu                        [kernel.kallsyms]        [k] 0xffffd3a84d42f7e8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] sched_numa_find_closest                [kernel.kallsyms]        [k] 0xffffd3a84d42f5f8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] sched_numa_find_closest                [kernel.kallsyms]        [k] 0xffffd3a84d42f7a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] set_next_entity                        [kernel.kallsyms]        [k] 0xffff8c3d4f3f4e28  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] set_next_entity                        [kernel.kallsyms]        [k] 0xffffd3a8401abdd0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] set_next_entity                        [kernel.kallsyms]        [k] 0xffffd3a8401abde0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] set_next_entity                        [kernel.kallsyms]        [k] 0xffffd3a8401abde8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] set_user_sigmask                       [kernel.kallsyms]        [k] 0xffffd3a84d42fbd0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] set_user_sigmask                       [kernel.kallsyms]        [k] 0xffffd3a84d42fe28  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] signalfd_poll                          [kernel.kallsyms]        [k] 0xffffd3a84d42f788  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] signalfd_poll                          [kernel.kallsyms]        [k] 0xffffd3a84d42f78c  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] slirp_pollfds_fill                     libslirp.so.0.4.0        [.] 0x00007ffef8c05d98  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] slirp_pollfds_poll                     libslirp.so.0.4.0        [.] 0x00007ffef8c05d48  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] sock_poll                              [kernel.kallsyms]        [k] 0xffffd3a84d42f728  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] sock_poll                              [kernel.kallsyms]        [k] 0xffffd3a84d42f8a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] start_dl_timer                         [kernel.kallsyms]        [k] 0xffffd3a8401abd18  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] switch_mm                              [kernel.kallsyms]        [k] 0xffffd3a8401abe78  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] switch_mm_irqs_off                     [kernel.kallsyms]        [k] 0xffff8c3c3b4a8ac0  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] switch_mm_irqs_off                     [kernel.kallsyms]        [k] 0xffff8c3f0f335100  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] syscall_exit_to_user_mode              [kernel.kallsyms]        [k] 0xffffd3a84d42fbb8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] syscall_exit_to_user_mode              [kernel.kallsyms]        [k] 0xffffd3a84d42fdd8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] syscall_return_via_sysret              [kernel.kallsyms]        [k] 0xfffffe1fb61a9ff0  [unknown]          None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] tick_nohz_get_sleep_length             [kernel.kallsyms]        [k] 0xffffd3a8401abe90  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] tick_nohz_idle_enter                   [kernel.kallsyms]        [k] 0xffffd3a8401abee0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] tick_nohz_next_event                   [kernel.kallsyms]        [k] 0xffff8c3f0f3264a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] tick_nohz_next_event                   [kernel.kallsyms]        [k] 0xffffd3a8401abe50  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] timerlist_deadline_ns                  qemu-system-x86_64       [.] 0x00007ffef8c05c58  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] timerlistgroup_deadline_ns             qemu-system-x86_64       [.] 0x00007ffef8c05da8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] timerlistgroup_deadline_ns             qemu-system-x86_64       [.] 0x00007ffef8c05dc0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] timerqueue_add                         [kernel.kallsyms]        [k] 0xffffd3a84d42f8e0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] tomoyo_path_number_perm                [kernel.kallsyms]        [k] 0xffffd3a84d42faa0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] tomoyo_path_number_perm                [kernel.kallsyms]        [k] 0xffffd3a84d42fb68  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] tomoyo_path_number_perm                [kernel.kallsyms]        [k] 0xffffd3a84d42fc60  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] tomoyo_path_number_perm                [kernel.kallsyms]        [k] 0xffffd3a84d42fd88  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] tty_poll                               [kernel.kallsyms]        [k] 0xffffd3a84d42f9c8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] tty_poll                               [kernel.kallsyms]        [k] 0xffffd3a84d42fa38  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a8401abd30  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a8401abd40  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a84d42f778  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a84d42f798  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a84d42f888  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_curr_se                         [kernel.kallsyms]        [k] 0xffff8c3bc790f058  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_curr_se                         [kernel.kallsyms]        [k] 0xffffd3a84d42f7c0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_deadline                        [kernel.kallsyms]        [k] 0xffffd3a84d42f580  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_deadline                        [kernel.kallsyms]        [k] 0xffffd3a84d42f6f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_deadline                        [kernel.kallsyms]        [k] 0xffffd3a84d42f740  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_entity_lag                      [kernel.kallsyms]        [k] 0xffff8c3bd4ee9e78  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_entity_lag                      [kernel.kallsyms]        [k] 0xffff8c3bfbe2fa78  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_entity_lag                      [kernel.kallsyms]        [k] 0xffffd3a84d42f818  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a8401abd08  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a8401abd80  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a8401abda8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a8401abdb0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a8401abdb8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a84b2338b8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a84d42f590  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a84d42f758  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_load_avg                        [kernel.kallsyms]        [k] 0xffffd3a84d42f838  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_other_load_avgs                 [kernel.kallsyms]        [k] 0xffffd3a8401abde8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] update_rq_clock                        [kernel.kallsyms]        [k] 0xffffd3a84d42f5a8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] vtime_task_switch_generic              [kernel.kallsyms]        [k] 0xffff8c3bc0ded7e0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] vtime_user_enter                       [kernel.kallsyms]        [k] 0xffff8c3d4f3f57f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] vtime_user_enter                       [kernel.kallsyms]        [k] 0xffffd3a84d42fc40  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] vtime_user_enter                       [kernel.kallsyms]        [k] 0xffffd3a84d42fe28  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] xa_find                                [kernel.kallsyms]        [k] 0xffffd3a84d42fa60  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] xa_find                                [kernel.kallsyms]        [k] 0xffffd3a84d42fad0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] xa_find_after                          [kernel.kallsyms]        [k] 0xffffd3a84d42f7e8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] xa_find_after                          [kernel.kallsyms]        [k] 0xffffd3a84d42f848  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] xa_find_after                          [kernel.kallsyms]        [k] 0xffffd3a84d42fb70  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] xas_find                               [kernel.kallsyms]        [k] 0xffffd3a84d42fa50  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000008f663                     libc.so.6                [.] 0x00007ffef8c05d18  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000008f6a8                     libc.so.6                [.] 0x00007ffef8c05d38  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005a6f3                     libglib-2.0.so.0.8400.4  [.] 0x000055eb46682fd8  [heap]             None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005db88                     libglib-2.0.so.0.8400.4  [.] 0x000055eb46686526  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005d9a5                     libglib-2.0.so.0.8400.4  [.] 0x000055eb46687df0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x0000000000059a10                     libglib-2.0.so.0.8400.4  [.] 0x000055eb46687e28  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000599b6                     libglib-2.0.so.0.8400.4  [.] 0x000055eb479ed68e  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000599b4                     libglib-2.0.so.0.8400.4  [.] 0x000055eb479ed690  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000599b6                     libglib-2.0.so.0.8400.4  [.] 0x000055eb479ed6be  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000599b4                     libglib-2.0.so.0.8400.4  [.] 0x000055eb479ed6c0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000599ae                     libglib-2.0.so.0.8400.4  [.] 0x000055eb479ed6cc  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000bdb8a                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05a78  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000bdb70                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05ab8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000bdb4d                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05b38  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000bdb4b                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05b40  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000bdb49                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05b48  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000bdb40                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05b50  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000be666                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05b58  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000be64b                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05b68  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000be642                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05bb0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000be63b                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05bc0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000be634                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05bd0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x0000000000095204                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05bd8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000951fc                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05be4  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000951f7                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05bf0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x00000000000951d4                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05bf8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005a6d9                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05c68  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005a6cb                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05c88  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005a6c9                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05c90  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005dab1                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cb8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005dab9                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cb8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005c630                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cc0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005d9e4                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005da43                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005df5d                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] 0x000000000005df86                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
