# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 813  of event 'cpu_core/mem-loads-aux/'
# Total weight : 817
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                          Shared Object            Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ..............................  .......................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9d24                 [JIT] tid 7297           [.] 0x00005651d9316f10         [heap]               None          L1 or L2 hit            No       Data Addr  232                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10         [heap]               None          L1 or L2 hit            No       Data Addr  225                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9d0b                 [JIT] tid 7297           [.] 0x00005651d9316f10         [heap]               None          L1 or L2 hit            No       Data Addr  212                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10         [heap]               None          L1 or L2 hit            No       Data Addr  210                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10         [heap]               None          L1 or L2 hit            No       Data Addr  126                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10         [heap]               None          L1 or L2 hit            No       Data Addr  39                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced7b0a7fe                 [JIT] tid 7297           [.] 0x00005651d9316f14         [heap]               None          L1 or L2 hit            No       N/A        63                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee2d80fbd                 [JIT] tid 7297           [.] 0x00005651d9316f14         [heap]               None          L1 or L2 hit            No       Addr       110                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee2d7f746                 [JIT] tid 7297           [.] 0x00005651d9316f14         [heap]               None          L1 or L2 hit            No       Data Addr  117                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18         [heap]               None          L1 or L2 hit            No       N/A        254                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18         [heap]               None          L1 or L2 hit            No       Addr       252                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18         [heap]               None          L1 or L2 hit            No       Data Addr  254                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18         [heap]               None          L1 or L2 hit            No       Data Addr  227                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9d2b                 [JIT] tid 7297           [.] 0x00005651d9316f18         [heap]               None          L1 or L2 hit            No       Data Addr  226                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9d2b                 [JIT] tid 7297           [.] 0x00005651d9316f18         [heap]               None          L1 or L2 hit            No       Data Addr  225                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18         [heap]               None          L1 or L2 hit            No       Data Addr  224                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data       240                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data       238                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data       230                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data       189                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee33829ef                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data       159                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced26fafb3                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data       99                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data Addr  243                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data Addr  239                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9cfa                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data Addr  239                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9cfa                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data Addr  238                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data Addr  237                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data Addr  235                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9cfa                 [JIT] tid 7297           [.] 0x00005651d9317010         [heap]               None          L1 or L2 hit            No       Data Addr  219                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3380a2c                 [JIT] tid 7297           [.] 0x00005651d9317110         [heap]               None          L1 or L2 hit            No       N/A        243                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfa17de3                 [JIT] tid 7297           [.] 0x00005651d93175b8         [heap]               None          L1 or L2 hit            No       N/A        92                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced13a2be3                 [JIT] tid 7297           [.] 0x00005651d93175b8         [heap]               None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfa17de3                 [JIT] tid 7297           [.] 0x00005651d93175b8         [heap]               None          L1 or L2 hit            No       N/A        45                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced2109496                 [JIT] tid 7297           [.] 0x00007fcdd4f02b58         anon                 None          L1 or L2 hit            No       N/A        86                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced2227c73                 [JIT] tid 7297           [.] 0x00007fcdd4f02ce8         anon                 None          L1 or L2 hit            No       Addr       81                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced2104f44                 [JIT] tid 7297           [.] 0x00007fcdd4f02cf8         anon                 None          L1 or L2 hit            No       N/A        71                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced210530f                 [JIT] tid 7297           [.] 0x00007fcdd4f03100         anon                 None          L1 or L2 hit            No       Addr       120                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece584a29                 [JIT] tid 7297           [.] 0x00007fce2e244568         anon                 None          L1 or L2 hit            No       Data       77                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee2ab9694                 [JIT] tid 7297           [.] 0x00007fce42502c40         anon                 None          L1 or L2 hit            No       Addr       65                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        386                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        304                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        257                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        208                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        203                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        202                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        200                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        198                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        195                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        190                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        189                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        186                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        182                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        177                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        170                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        167                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        166                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        161                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        147                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        141                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        140                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        137                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        136                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        135                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        133                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        132                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        131                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        129                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        127                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        124                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        122                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        114                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        91                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        86                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        85                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        79                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        74                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        52                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        45                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        43                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        42                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        36                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       N/A        34                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       188                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       167                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       155                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       142                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       137                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       125                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       115                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       110                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       104                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       100                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       99                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       96                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       95                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       93                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       78                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       77                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       76                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       73                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       72                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       70                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       67                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       66                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       65                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       62                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       56                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce42aaff28         anon                 None          L1 or L2 hit            No       Addr       52                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfb32b88                 [JIT] tid 7297           [.] 0x00007fcea06c73f0         anon                 None          L1 or L2 hit            No       N/A        66                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbc16c0                 [JIT] tid 7297           [.] 0x00007fcea89b7f80         anon                 None          L1 or L2 hit            No       N/A        127                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbbfb4f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        250                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced21d4762                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        183                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf84b073                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        181                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf4b2561                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        140                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced26b99e5                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        139                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf7d6c23                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        137                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece56170f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        134                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece8fb2e5                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        128                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbbfb4f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        124                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece5bc64f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        118                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee2b5e307                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        115                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece58caeb                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        112                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece5bc90f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        109                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf84b073                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        105                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf7fb78f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        89                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece879bf0                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        81                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece3bcfd2                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        74                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfec03ee                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        70                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece7b7d6b                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        69                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece8117c6                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        67                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbc810f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        64                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece8b4810                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        62                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfe9e68f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        58                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced07189f0                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        58                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfc6d20f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        55                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbc18c3                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        54                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbd3c68                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        54                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced07189f0                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        52                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf84b2cf                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        49                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf6d2b92                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        48                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced21d60a5                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        48                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfb59b95                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        46                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbba847                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        43                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecebc9d1c                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        40                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf7fb525                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        35                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced07fbeab                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      N/A        35                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbc7ea8                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      Addr       161                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbc18c3                 [JIT] tid 7297           [.] 0x00007fcef20b1f80         anon                 None          L1 or L2 hit            Yes      Addr       155                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee2d8c501                 [JIT] tid 7297           [.] 0x00007fcef20b2010         anon                 None          L1 or L2 hit            No       N/A        236                  0                   
