# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 802  of event 'cpu_core/mem-loads-aux/'
# Total weight : 810
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                                  Shared Object            Data Symbol             Data Object        Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ......................................  .......................  ......................  .................  ............  ......................  ......  ..........  ...................  ....................
#
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d58                        anon                     None          L1 or L2 hit            No       N/A        110                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d58                        anon                     None          L1 or L2 hit            No       N/A        54                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d58                        anon                     None          L1 or L2 hit            No       N/A        43                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d58                        anon                     None          L1 or L2 hit            No       Addr       42                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d60                        anon                     None          L1 or L2 hit            No       N/A        141                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d60                        anon                     None          L1 or L2 hit            No       N/A        100                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d60                        anon                     None          L1 or L2 hit            No       N/A        41                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d78                        anon                     None          L1 or L2 hit            No       N/A        92                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d78                        anon                     None          L1 or L2 hit            No       N/A        91                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d78                        anon                     None          L1 or L2 hit            No       Addr       51                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d80                        anon                     None          L1 or L2 hit            No       N/A        93                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d80                        anon                     None          L1 or L2 hit            No       N/A        88                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d80                        anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d80                        anon                     None          L1 or L2 hit            No       N/A        47                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d80                        anon                     None          L1 or L2 hit            No       N/A        41                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d80                        anon                     None          L1 or L2 hit            No       N/A        40                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d88                        anon                     None          L1 or L2 hit            No       N/A        126                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d88                        anon                     None          L1 or L2 hit            No       N/A        125                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d88                        anon                     None          L1 or L2 hit            No       N/A        110                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d88                        anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d88                        anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d89                        anon                     None          L1 or L2 hit            No       N/A        97                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d89                        anon                     None          L1 or L2 hit            No       N/A        87                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d89                        anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d89                        anon                     None          L1 or L2 hit            No       N/A        46                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d89                        anon                     None          L1 or L2 hit            No       N/A        33                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1da0                        anon                     None          L1 or L2 hit            No       N/A        82                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1da0                        anon                     None          L1 or L2 hit            No       N/A        42                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1da0                        anon                     None          L1 or L2 hit            No       Addr       115                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1da8                        anon                     None          L1 or L2 hit            No       N/A        126                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1db0                        anon                     None          L1 or L2 hit            No       N/A        130                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1db0                        anon                     None          L1 or L2 hit            No       N/A        87                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1db8                        anon                     None          L1 or L2 hit            No       N/A        34                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1db9                        anon                     None          L1 or L2 hit            No       N/A        261                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dc0                        anon                     None          L1 or L2 hit            No       N/A        128                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dc0                        anon                     None          L1 or L2 hit            No       N/A        116                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dc0                        anon                     None          L1 or L2 hit            No       N/A        39                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dc0                        anon                     None          L1 or L2 hit            No       Addr       114                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dc8                        anon                     None          L1 or L2 hit            No       N/A        60                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dc9                        anon                     None          L1 or L2 hit            No       N/A        128                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dc9                        anon                     None          L1 or L2 hit            No       N/A        90                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dc9                        anon                     None          L1 or L2 hit            No       N/A        81                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dca                        anon                     None          L1 or L2 hit            No       N/A        87                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dca                        anon                     None          L1 or L2 hit            No       N/A        45                   0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1de8                        anon                     None          L1 or L2 hit            No       N/A        120                  0                   
     0.01%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1e00                        anon                     None          L1 or L2 hit            No       N/A        46                   0                   
     0.01%             1  5             L1 hit                                   [k] xas_clear_mark                     [kernel.kallsyms]        [k] 0xffff8c3cbf5fdfd0                        [kernel.kallsyms]        None          L1 or L2 hit            No       Addr       41                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf7c6760                 [JIT] tid 7297           [.] 0x00005651d9314428                        [heap]                   None          L1 or L2 hit            No       Addr       56                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfb649dc                 [JIT] tid 7297           [.] 0x00005651d9314428                        [heap]                   None          L1 or L2 hit            No       Addr       32                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced3dc0180                 [JIT] tid 7297           [.] 0x00005651d9314518                        [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbb58c0                 [JIT] tid 7297           [.] 0x00005651d9314518                        [heap]                   None          L1 or L2 hit            No       Data       81                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced3dc7700                 [JIT] tid 7297           [.] 0x00005651d9314518                        [heap]                   None          L1 or L2 hit            No       Data       63                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbb58c0                 [JIT] tid 7297           [.] 0x00005651d9314518                        [heap]                   None          L1 or L2 hit            No       Data       59                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced3dc14c0                 [JIT] tid 7297           [.] 0x00005651d9314518                        [heap]                   None          L1 or L2 hit            No       Data       57                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbef300                 [JIT] tid 7297           [.] 0x00005651d9314518                        [heap]                   None          L1 or L2 hit            No       Data       52                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced3dc0640                 [JIT] tid 7297           [.] 0x00005651d9314518                        [heap]                   None          L1 or L2 hit            No       Data       51                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbb6740                 [JIT] tid 7297           [.] 0x00005651d9314518                        [heap]                   None          L1 or L2 hit            No       Data       39                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced6f11396                 [JIT] tid 7297           [.] 0x00005651d9314560                        [heap]                   None          L1 or L2 hit            No       N/A        174                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fceceaca26b                 [JIT] tid 7297           [.] 0x00005651d9314560                        [heap]                   None          L1 or L2 hit            No       N/A        79                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fceceaca26b                 [JIT] tid 7297           [.] 0x00005651d9314560                        [heap]                   None          L1 or L2 hit            No       N/A        76                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfc66c0f                 [JIT] tid 7297           [.] 0x00005651d9314560                        [heap]                   None          L1 or L2 hit            No       N/A        62                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece656f24                 [JIT] tid 7297           [.] 0x00005651d9314560                        [heap]                   None          L1 or L2 hit            No       N/A        39                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced4cab10f                 [JIT] tid 7297           [.] 0x00005651d9314560                        [heap]                   None          L1 or L2 hit            No       N/A        36                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfc8d2cf                 [JIT] tid 7297           [.] 0x00005651d9314560                        [heap]                   None          L1 or L2 hit            No       N/A        33                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced231c44f                 [JIT] tid 7297           [.] 0x00005651d9314560                        [heap]                   None          L1 or L2 hit            No       Addr       119                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf84ef05                 [JIT] tid 7297           [.] 0x00005651d9314568                        [heap]                   None          L1 or L2 hit            No       N/A        87                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece78de4f                 [JIT] tid 7297           [.] 0x00005651d9314568                        [heap]                   None          L1 or L2 hit            No       Addr       216                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced21e479b                 [JIT] tid 7297           [.] 0x00005651d9314570                        [heap]                   None          L1 or L2 hit            No       N/A        143                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece41301b                 [JIT] tid 7297           [.] 0x00005651d9314570                        [heap]                   None          L1 or L2 hit            No       N/A        53                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece412d0f                 [JIT] tid 7297           [.] 0x00005651d9314570                        [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfc5d10f                 [JIT] tid 7297           [.] 0x00005651d9314570                        [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbbfba2                 [JIT] tid 7297           [.] 0x00005651d9314578                        [heap]                   None          L1 or L2 hit            No       N/A        801                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece7b7fc5                 [JIT] tid 7297           [.] 0x00005651d9314578                        [heap]                   None          L1 or L2 hit            No       N/A        220                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbbfba2                 [JIT] tid 7297           [.] 0x00005651d9314578                        [heap]                   None          L1 or L2 hit            No       N/A        76                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced216087e                 [JIT] tid 7297           [.] 0x00005651d9314578                        [heap]                   None          L1 or L2 hit            No       N/A        36                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fceceea0b8f                 [JIT] tid 7297           [.] 0x00005651d9314578                        [heap]                   None          L1 or L2 hit            No       N/A        32                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced7ae74c8                 [JIT] tid 7297           [.] 0x00005651d9314580                        [heap]                   None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22c5a30                 [JIT] tid 7297           [.] 0x00005651d9314580                        [heap]                   None          L1 or L2 hit            No       N/A        47                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf743f0f                 [JIT] tid 7297           [.] 0x00005651d9314580                        [heap]                   None          L1 or L2 hit            No       N/A        34                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfb44d22                 [JIT] tid 7297           [.] 0x00005651d9314588                        [heap]                   None          L1 or L2 hit            No       N/A        62                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece5248f5                 [JIT] tid 7297           [.] 0x00005651d9314588                        [heap]                   None          L1 or L2 hit            No       N/A        33                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced21615cf                 [JIT] tid 7297           [.] 0x00005651d9314590                        [heap]                   None          L1 or L2 hit            No       N/A        97                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfb654f1                 [JIT] tid 7297           [.] 0x00005651d93145a8                        [heap]                   None          L1 or L2 hit            No       N/A        47                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfa1500f                 [JIT] tid 7297           [.] 0x00005651d93145f8                        [heap]                   None          L1 or L2 hit            No       N/A        145                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfea79ee                 [JIT] tid 7297           [.] 0x00005651d93145f8                        [heap]                   None          L1 or L2 hit            No       Addr       54                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece696510                 [JIT] tid 7297           [.] 0x00005651d9314600                        [heap]                   None          L1 or L2 hit            No       N/A        41                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece696510                 [JIT] tid 7297           [.] 0x00005651d9314600                        [heap]                   None          L1 or L2 hit            No       Addr       47                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced3db0aca                 [JIT] tid 7297           [.] 0x00005651d9314608                        [heap]                   None          L1 or L2 hit            No       N/A        44                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfafc70a                 [JIT] tid 7297           [.] 0x00005651d9314610                        [heap]                   None          L1 or L2 hit            No       N/A        36                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced2106968                 [JIT] tid 7297           [.] 0x00005651d9314620                        [heap]                   None          L1 or L2 hit            No       Addr       96                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfd4fa0f                 [JIT] tid 7297           [.] 0x00005651d9314638                        [heap]                   None          L1 or L2 hit            No       N/A        153                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee2c71021                 [JIT] tid 7297           [.] 0x00005651d9314660                        [heap]                   None          L1 or L2 hit            No       N/A        39                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfc937d2                 [JIT] tid 7297           [.] 0x00005651d9314660                        [heap]                   None          L1 or L2 hit            No       N/A        33                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced222914f                 [JIT] tid 7297           [.] 0x00005651d9314660                        [heap]                   None          L1 or L2 hit            No       N/A        33                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece49c992                 [JIT] tid 7297           [.] 0x00005651d931473c                        [heap]                   None          L1 or L2 hit            No       N/A        80                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced26fafc7                 [JIT] tid 7297           [.] 0x00005651d9315210                        [heap]                   None          L1 or L2 hit            No       N/A        139                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced2225df2                 [JIT] tid 7297           [.] 0x00005651d9315210                        [heap]                   None          L1 or L2 hit            No       Data       128                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced23e62af                 [JIT] tid 7297           [.] 0x00005651d9315210                        [heap]                   None          L1 or L2 hit            No       Data       92                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced211935f                 [JIT] tid 7297           [.] 0x00005651d9315210                        [heap]                   None          L1 or L2 hit            No       Data Addr  71                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22218ee                 [JIT] tid 7297           [.] 0x00005651d9315310                        [heap]                   None          L1 or L2 hit            No       Data       129                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22dc21f                 [JIT] tid 7297           [.] 0x00005651d9315310                        [heap]                   None          L1 or L2 hit            No       Data Addr  171                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22674df                 [JIT] tid 7297           [.] 0x00005651d9315310                        [heap]                   None          L1 or L2 hit            No       Data Addr  170                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced4d2a03a                 [JIT] tid 7297           [.] 0x00005651d9315310                        [heap]                   None          L1 or L2 hit            No       Data Addr  143                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22116bc                 [JIT] tid 7297           [.] 0x00005651d9315310                        [heap]                   None          L1 or L2 hit            No       Data Addr  135                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced4d29556                 [JIT] tid 7297           [.] 0x00005651d9315310                        [heap]                   None          L1 or L2 hit            No       Data Addr  97                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced20e44c4                 [JIT] tid 7297           [.] 0x00005651d9315312                        [heap]                   None          L1 or L2 hit            No       Addr       43                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced224cafd                 [JIT] tid 7297           [.] 0x00005651d9315314                        [heap]                   None          L1 or L2 hit            No       N/A        237                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced21e425b                 [JIT] tid 7297           [.] 0x00005651d9315314                        [heap]                   None          L1 or L2 hit            No       Addr       146                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced4d29562                 [JIT] tid 7297           [.] 0x00005651d9315318                        [heap]                   None          L1 or L2 hit            No       N/A        100                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced228e7d1                 [JIT] tid 7297           [.] 0x00005651d9315318                        [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced21e42b7                 [JIT] tid 7297           [.] 0x00005651d931531c                        [heap]                   None          L1 or L2 hit            No       N/A        145                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced21196e6                 [JIT] tid 7297           [.] 0x00005651d931531c                        [heap]                   None          L1 or L2 hit            No       N/A        50                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced21e42b7                 [JIT] tid 7297           [.] 0x00005651d931531c                        [heap]                   None          L1 or L2 hit            No       Addr       130                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22c540e                 [JIT] tid 7297           [.] 0x00005651d931531e                        [heap]                   None          L1 or L2 hit            No       N/A        138                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3144337                 [JIT] tid 7297           [.] 0x00005651d9315410                        [heap]                   None          L1 or L2 hit            No       N/A        219                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced21cf5c6                 [JIT] tid 7297           [.] 0x00005651d9315410                        [heap]                   None          L1 or L2 hit            No       Addr       79                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced221d845                 [JIT] tid 7297           [.] 0x00005651d9315412                        [heap]                   None          L1 or L2 hit            No       N/A        133                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced227c053                 [JIT] tid 7297           [.] 0x00005651d9315412                        [heap]                   None          L1 or L2 hit            No       N/A        67                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced2211715                 [JIT] tid 7297           [.] 0x00005651d9315412                        [heap]                   None          L1 or L2 hit            No       Addr       109                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced4d293f3                 [JIT] tid 7297           [.] 0x00005651d9315418                        [heap]                   None          L1 or L2 hit            No       N/A        92                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced4d2a060                 [JIT] tid 7297           [.] 0x00005651d9315418                        [heap]                   None          L1 or L2 hit            No       Addr       79                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced221d8a1                 [JIT] tid 7297           [.] 0x00005651d931541a                        [heap]                   None          L1 or L2 hit            No       N/A        144                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced21cf632                 [JIT] tid 7297           [.] 0x00005651d931541a                        [heap]                   None          L1 or L2 hit            No       N/A        51                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced2221b39                 [JIT] tid 7297           [.] 0x00005651d931541a                        [heap]                   None          L1 or L2 hit            No       Data Addr  59                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced221179f                 [JIT] tid 7297           [.] 0x00005651d931541e                        [heap]                   None          L1 or L2 hit            No       N/A        72                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22a1130                 [JIT] tid 7297           [.] 0x00005651d9315512                        [heap]                   None          L1 or L2 hit            No       N/A        246                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22a1130                 [JIT] tid 7297           [.] 0x00005651d9315512                        [heap]                   None          L1 or L2 hit            No       N/A        66                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22dc41d                 [JIT] tid 7297           [.] 0x00005651d9315512                        [heap]                   None          L1 or L2 hit            No       Addr       91                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22a115e                 [JIT] tid 7297           [.] 0x00005651d9315516                        [heap]                   None          L1 or L2 hit            No       N/A        143                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22a118c                 [JIT] tid 7297           [.] 0x00005651d931551a                        [heap]                   None          L1 or L2 hit            No       N/A        150                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22a118c                 [JIT] tid 7297           [.] 0x00005651d931551a                        [heap]                   None          L1 or L2 hit            No       N/A        103                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced22a118c                 [JIT] tid 7297           [.] 0x00005651d931551a                        [heap]                   None          L1 or L2 hit            No       N/A        79                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced227be72                 [JIT] tid 7297           [.] 0x00005651d9315710                        [heap]                   None          L1 or L2 hit            No       Data       108                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee2d7e1d1                 [JIT] tid 7297           [.] 0x00005651d9315a10                        [heap]                   None          L1 or L2 hit            No       Data Addr  155                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee2d8c923                 [JIT] tid 7297           [.] 0x00005651d9315b18                        [heap]                   None          L1 or L2 hit            No       N/A        273                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee2d8ca43                 [JIT] tid 7297           [.] 0x00005651d9315c10                        [heap]                   None          L1 or L2 hit            No       N/A        247                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3121dc9                 [JIT] tid 7297           [.] 0x00005651d9316810                        [heap]                   None          L1 or L2 hit            No       Addr       165                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee310e12b                 [JIT] tid 7297           [.] 0x00005651d9316a10                        [heap]                   None          L1 or L2 hit            No       Data Addr  90                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee314e293                 [JIT] tid 7297           [.] 0x00005651d9316e10                        [heap]                   None          L1 or L2 hit            No       Addr       207                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10                        [heap]                   None          L1 or L2 hit            No       N/A        254                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10                        [heap]                   None          L1 or L2 hit            No       Addr       258                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10                        [heap]                   None          L1 or L2 hit            No       Addr       255                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10                        [heap]                   None          L1 or L2 hit            No       Addr       254                  0                   
