# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 737  of event 'cpu_core/mem-loads-aux/'
# Total weight : 741
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                               Shared Object            Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ...................................  .......................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
     0.94%             7  0             N/A                                      [.] 0x000000000094b07c               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.94%             7  0             N/A                                      [.] 0x000000000094b1b9               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.94%             7  0             N/A                                      [.] 0x000000000094cfb8               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.81%             6  0             N/A                                      [.] 0x000000000094d057               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.67%             1  5             N/A                                      [.] cpu_exec_start                   qemu-system-aarch64      [.] 0x00007fcef20b25b8  anon              N/A           N/A                     N/A      N/A        92                   0                   
     0.67%             5  0             N/A                                      [k] ct_kernel_enter.isra.0           [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.67%             5  0             N/A                                      [.] 0x00007fcee31c97c0               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.67%             5  0             N/A                                      [.] 0x000000000094b0ca               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.67%             5  0             N/A                                      [.] 0x000000000094b163               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.67%             5  0             N/A                                      [.] 0x000000000094d1db               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.67%             5  0             N/A                                      [.] 0x000000000094f47d               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.67%             5  0             N/A                                      [.] 0x0000000000c6fc38               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x00007fcee31c97c8               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x000000000094b046               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x000000000094b04d               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x000000000094b0e5               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x000000000094cefb               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x000000000094cf42               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x000000000094cfe7               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x000000000094d1c6               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x000000000094e647               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x000000000094e87f               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.54%             4  0             N/A                                      [.] 0x0000000000c67390               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] object_dynamic_cast_assert       qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x00007fced4d2928f               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x00007fcee314e1ef               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x00007fcee31c974b               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x00007fcee31c979e               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x00007fcee31c9c6a               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094a786               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094b071               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094b0b8               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094b1bf               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094b2a5               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094cf18               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094cfa4               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094d0be               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094d5cc               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094e098               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094e869               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094e887               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000094f4e7               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x000000000095008c               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.40%             3  0             N/A                                      [.] 0x0000000000c6fc41               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [k] __switch_to                      [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] aio_wait_kick                    qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] cpu_exec_end                     qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] helper_gvec_uminp_b              qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [k] n_tty_poll                       [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fced4d29297               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fced7b17fa6               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fcee2d8cb71               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fcee3144310               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fcee314e1f7               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fcee314ec6a               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fcee31c9789               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fcee31c9831               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fcee31c9c21               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fcee31c9c7f               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x00007fcee31c9c97               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094a6d6               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094b0ad               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094b0d7               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094b116               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094b130               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094b298               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094b316               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094b40f               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094b426               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094cf20               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094cf98               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094d003               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094d01a               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094d040               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094d079               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094d0f0               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094d1e9               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094d20a               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094d5e6               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094e06e               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094e835               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094e84b               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x000000000094e8a8               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.27%             2  0             N/A                                      [.] 0x0000000000950083               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [k] __flush_work                     [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [k] __schedule                       [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] assert_hflags_rebuild_correctly  qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] cpu_exec_start                   qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [k] ct_nmi_enter                     [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] curr_cflags                      qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [k] free_unref_page                  [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] g_array_append_vals              libglib-2.0.so.0.8400.4  [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] helper_crypto_aese               qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] helper_crypto_aesmc              qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] helper_crypto_sha256h2           qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] helper_simd_tblx                 qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [k] ldsem_down_read                  [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] memcpy@plt                       libglib-2.0.so.0.8400.4  [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [k] plist_add                        [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] qemu_ram_addr_from_host_nofail   qemu-system-aarch64      [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] slirp_pollfds_fill               libslirp.so.0.4.0        [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [k] switch_mm_irqs_off               [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [k] sync_regs                        [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [k] tty_ldisc_ref_wait               [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [k] wakeup_preempt                   [kernel.kallsyms]        [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fcece3d4b98               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fcece43920f               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced211936b               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced2119729               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced2211667               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced22116c8               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced221170d               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced221173c               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced2211762               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced22213e4               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced2221faf               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced2221fe5               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced224cba9               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced224cbb0               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced22a10fc               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced22c5360               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced22d6748               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced24c42b7               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced369031b               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced41a4bd7               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced41ab1de               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced4d2943c               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced520d696               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced5844769               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b08a0d               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b09a32               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b09a44               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b09e30               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b0ad7f               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b0c134               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b0c190               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b0c431               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b0c44b               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b172f4               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b1840a               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced7b18412               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fced9e16b35               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fcee2d7d379               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fcee2d7f62e               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     0.13%             1  0             N/A                                      [.] 0x00007fcee2d7fc87               [JIT] tid 7297           [.] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
